satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,salary,sales,employee_id
0.38,0.55,2,158,3,0,0,1,low,support,509
0.37,0.57,2,155,3,0,0,1,low,support,510
0.44,0.48,2,146,3,0,0,1,low,support,511
0.53,0.85,2,164,5,0,0,1,low,support,512
0.09,0.96,6,259,4,0,0,1,low,support,513
0.11,0.89,6,293,4,0,0,1,low,support,514
0.83,0.96,5,275,5,0,0,1,low,support,515
0.88,1,5,219,6,1,0,1,low,technical,516
0.1,0.89,6,247,4,0,0,1,low,technical,517
0.09,0.86,7,309,4,0,0,1,low,technical,518
0.44,0.54,2,151,3,0,0,1,low,management,519
0.39,0.51,2,129,3,0,0,1,low,IT,520
0.87,0.94,4,274,5,0,0,1,low,IT,521
0.74,0.99,4,233,5,0,0,1,low,IT,522
0.1,0.95,7,289,4,0,0,1,low,IT,523
0.74,0.82,4,239,6,0,0,1,low,IT,524
0.75,0.99,5,221,5,0,0,1,low,product_mng,525
0.41,0.56,2,150,3,0,0,1,low,product_mng,526
0.41,0.45,2,144,3,1,0,1,low,product_mng,527
0.09,0.9,7,289,4,0,0,1,low,product_mng,528
0.09,0.8,6,301,5,0,0,1,medium,IT,529
0.39,0.57,2,145,3,0,0,1,medium,accounting,530
0.4,0.56,2,137,3,0,0,1,medium,accounting,531
0.37,0.54,2,131,3,1,0,1,medium,hr,532
0.1,0.84,6,246,4,0,0,1,medium,hr,533
0.43,0.51,2,136,3,0,0,1,medium,hr,534
0.75,0.85,5,240,6,1,0,1,medium,marketing,535
0.37,0.56,2,156,3,0,0,1,medium,sales,536
0.11,0.85,6,305,4,0,0,1,medium,accounting,537
0.45,0.45,2,154,3,1,0,1,medium,support,538
0.87,1,5,261,5,1,0,1,medium,technical,539
0.11,0.94,7,244,4,0,0,1,medium,management,540
0.45,0.54,2,129,3,0,0,1,high,marketing,541
0.81,0.87,4,254,5,0,0,1,low,marketing,542
0.77,0.91,5,236,5,0,0,1,medium,marketing,543
0.89,0.92,5,237,5,0,0,1,medium,sales,544
0.43,0.49,2,135,3,0,0,1,medium,sales,545
0.78,1,5,236,5,0,0,1,medium,sales,546
0.37,0.47,2,149,3,0,0,1,low,sales,547
0.37,0.5,2,141,3,0,0,1,low,sales,548
0.85,0.82,4,270,5,0,0,1,low,sales,549
0.41,0.47,2,138,3,0,0,1,low,sales,550
0.11,0.96,6,298,4,0,0,1,low,sales,551
0.75,0.99,5,254,5,0,0,1,low,sales,552
0.82,0.85,5,248,5,0,0,1,low,sales,553
0.79,1,5,257,6,0,0,1,low,sales,554
0.43,0.53,2,150,3,0,0,1,low,sales,555
0.1,0.9,7,281,4,0,0,1,low,sales,556
0.46,0.48,2,141,3,1,0,1,low,sales,557
0.43,0.57,2,157,3,0,0,1,low,sales,558
0.43,0.55,2,136,3,0,0,1,low,sales,559
0.11,0.8,7,296,4,0,0,1,low,sales,560
0.09,0.86,6,279,4,0,0,1,low,sales,561
0.37,0.53,2,131,3,0,0,1,low,sales,562
0.4,0.57,2,160,3,0,0,1,low,accounting,563
0.1,0.77,7,291,4,0,0,1,low,accounting,564
0.41,0.53,2,157,3,0,0,1,low,accounting,565
0.79,0.58,3,294,4,0,0,1,low,hr,566
0.11,0.79,7,310,4,0,0,1,low,hr,567
0.1,0.97,6,282,4,0,0,1,medium,hr,568
0.44,0.51,2,134,3,0,0,1,medium,hr,569
0.25,0.46,4,214,4,0,0,1,medium,technical,570
0.44,0.52,2,137,3,0,0,1,medium,technical,571
0.73,1,4,252,5,0,0,1,medium,technical,572
0.75,0.97,5,243,6,0,0,1,medium,technical,573
0.36,0.47,2,148,3,0,0,1,medium,technical,574
0.37,0.49,2,151,3,0,0,1,medium,technical,575
0.39,0.49,2,129,3,0,0,1,medium,technical,576
0.48,0.78,2,198,2,0,0,1,medium,technical,577
0.57,0.72,4,275,6,0,0,1,medium,technical,578
0.9,0.96,5,243,5,0,0,1,medium,technical,579
0.39,0.55,2,159,3,0,0,1,high,technical,580
0.44,0.51,2,145,3,0,0,1,low,support,581
0.81,0.88,5,242,5,0,0,1,medium,support,582
0.74,0.87,5,242,5,0,0,1,medium,support,583
0.44,0.56,2,145,3,0,0,1,medium,support,584
0.41,0.56,2,154,3,0,1,1,medium,support,585
0.4,0.51,2,139,3,0,0,1,low,support,586
0.46,0.57,2,152,3,0,0,1,low,support,587
0.8,0.83,2,211,3,0,0,1,low,support,588
0.87,0.9,5,258,5,0,0,1,low,support,589
0.39,0.54,2,155,3,0,0,1,low,support,590
0.38,0.55,2,148,3,0,0,1,low,support,591
0.66,0.67,2,255,3,0,0,1,low,technical,592
0.1,0.8,6,264,4,0,0,1,low,technical,593
0.37,0.54,2,132,3,0,0,1,low,technical,594
0.1,0.77,6,255,4,0,0,1,low,management,595
0.09,0.87,5,263,4,0,0,1,low,IT,596
0.86,0.84,5,222,5,0,0,1,low,IT,597
0.11,0.9,6,263,4,0,0,1,low,IT,598
0.37,0.46,2,157,3,0,0,1,low,IT,599
0.11,0.92,7,307,4,0,0,1,low,IT,600
0.77,0.98,5,259,6,0,0,1,low,product_mng,601
0.84,0.94,5,222,6,0,0,1,low,product_mng,602
0.1,0.84,7,250,4,0,0,1,low,product_mng,603
0.83,0.9,5,245,5,0,0,1,low,product_mng,604
0.11,0.79,6,292,4,0,0,1,low,IT,605
0.86,0.92,5,252,5,0,0,1,low,RandD,606
0.38,0.56,2,161,3,0,0,1,medium,RandD,607
0.11,0.88,5,250,4,0,0,1,medium,RandD,608
0.45,0.49,2,134,3,0,0,1,medium,RandD,609
0.1,0.85,7,279,4,0,0,1,medium,RandD,610
0.09,0.95,7,256,4,0,0,1,medium,marketing,611
0.39,0.53,2,127,3,0,0,1,medium,sales,612
0.37,0.47,2,138,3,1,0,1,medium,accounting,613
0.81,0.97,5,243,5,0,0,1,medium,support,614
0.09,0.9,7,296,4,0,0,1,medium,technical,615
0.1,0.88,7,267,4,0,0,1,medium,management,616
0.39,0.49,2,144,3,0,0,1,medium,marketing,617
0.83,0.95,4,251,5,0,0,1,medium,marketing,618
0.45,0.57,2,148,3,0,0,1,high,marketing,619
0.43,0.51,2,141,3,0,0,1,low,sales,620
0.8,0.75,3,268,2,0,0,1,medium,sales,621
0.1,0.86,6,247,4,0,0,1,medium,sales,622
0.1,0.55,2,247,4,0,0,1,medium,sales,623
0.36,0.52,2,146,3,0,0,1,medium,sales,624
0.38,0.5,2,140,3,0,0,1,low,sales,625
0.78,0.98,5,263,6,0,0,1,low,sales,626
0.44,0.49,2,145,3,0,0,1,low,sales,627
0.41,0.46,2,156,3,1,0,1,low,sales,628
0.72,0.85,5,244,6,0,0,1,low,sales,629
0.46,0.54,2,144,3,0,0,1,low,sales,630
0.1,0.9,7,286,4,0,0,1,low,sales,631
0.34,0.67,4,141,2,0,0,1,low,sales,632
0.11,0.89,6,260,5,0,0,1,low,sales,633
0.38,0.56,2,154,3,0,0,1,low,sales,634
0.82,0.92,5,225,5,0,0,1,low,sales,635
0.39,0.57,2,127,3,0,0,1,low,sales,636
0.44,0.53,2,140,3,0,0,1,low,sales,637
0.43,0.52,2,147,3,0,0,1,low,sales,638
0.84,0.83,4,227,5,0,0,1,low,accounting,639
0.43,0.48,2,153,3,0,0,1,low,accounting,640
0.37,0.52,2,128,3,0,0,1,low,accounting,641
0.74,0.97,4,228,5,0,0,1,low,hr,642
0.73,0.97,5,235,5,0,0,1,low,hr,643
0.37,0.47,2,148,3,0,0,1,low,hr,644
0.58,0.62,4,238,3,0,0,1,low,hr,645
0.4,0.54,2,141,3,0,0,1,medium,technical,646
0.51,0.83,5,249,4,0,0,1,medium,technical,647
0.46,0.5,2,151,3,0,0,1,medium,technical,648
0.45,0.54,2,129,3,0,0,1,medium,technical,649
0.46,0.5,2,156,3,0,0,1,medium,technical,650
0.39,0.45,2,134,3,0,0,1,medium,technical,651
0.09,0.88,6,269,4,0,0,1,medium,technical,652
0.09,0.77,6,290,4,0,0,1,medium,technical,653
0.37,0.51,2,132,3,0,0,1,medium,technical,654
0.1,0.89,7,308,4,0,0,1,medium,technical,655
0.77,1,4,232,5,0,0,1,medium,technical,656
0.79,0.86,5,235,5,0,0,1,medium,support,657
0.43,0.55,2,130,3,0,0,1,high,support,658
0.38,0.53,2,146,3,0,0,1,low,support,659
0.77,0.91,5,221,6,0,0,1,medium,support,660
0.44,0.5,2,130,3,0,0,1,medium,support,661
0.39,0.46,2,136,3,0,0,1,medium,support,662
0.78,0.89,5,274,6,0,0,1,medium,support,663
0.1,0.79,6,256,5,0,0,1,low,support,664
0.1,0.77,5,276,4,0,0,1,low,support,665
0.75,0.85,5,267,5,0,0,1,low,support,666
0.46,0.62,6,213,3,0,0,1,low,support,667
0.91,0.97,4,274,6,0,0,1,low,technical,668
0.1,0.92,6,258,4,0,0,1,low,technical,669
0.72,0.6,3,153,5,0,0,1,low,technical,670
0.11,0.95,6,245,4,0,0,1,low,management,671
0.11,0.94,6,264,4,0,0,1,low,IT,672
0.46,0.57,2,154,3,0,0,1,low,IT,673
0.37,0.46,2,149,3,0,0,1,low,IT,674
0.46,0.5,2,157,3,0,0,1,low,IT,675
0.43,0.57,2,127,3,0,0,1,low,IT,676
0.11,0.82,6,270,4,0,0,1,low,product_mng,677
0.73,0.89,5,236,6,0,0,1,low,product_mng,678
0.43,0.47,2,158,3,0,0,1,low,product_mng,679
0.86,1,5,229,5,0,0,1,low,product_mng,680
0.1,0.83,6,269,4,0,0,1,low,IT,681
0.4,0.49,2,128,3,0,0,1,low,sales,682
0.11,0.87,7,278,4,0,0,1,low,sales,683
0.86,0.98,3,158,5,0,0,1,low,sales,684
0.42,1,3,202,3,0,0,1,medium,sales,685
0.79,0.84,4,240,5,0,0,1,medium,sales,686
0.1,0.96,7,255,4,0,0,1,medium,marketing,687
0.09,0.92,7,254,4,0,0,1,medium,sales,688
0.09,0.82,6,257,4,0,0,1,medium,accounting,689
0.87,1,4,228,5,0,0,1,medium,support,690
0.36,0.49,2,145,3,0,0,1,medium,technical,691
0.42,0.75,3,218,4,0,0,1,medium,management,692
0.84,0.86,5,268,5,0,0,1,medium,marketing,693
0.1,0.83,6,278,4,0,0,1,medium,marketing,694
0.78,0.71,3,249,5,0,0,1,medium,marketing,695
0.35,0.99,3,236,4,0,0,1,medium,sales,696
0.1,0.81,7,291,4,0,0,1,high,sales,697
0.11,0.8,6,306,4,0,0,1,low,sales,698
0.43,0.48,2,135,3,0,0,1,medium,sales,699
0.38,0.45,2,156,3,0,0,1,medium,sales,700
0.46,0.54,2,143,3,0,0,1,medium,sales,701
0.89,0.82,4,243,5,0,0,1,medium,sales,702
0.45,0.5,2,147,3,0,0,1,low,sales,703
0.44,0.53,2,159,3,0,0,1,low,sales,704
0.74,0.54,5,216,3,0,0,1,low,sales,705
0.45,0.54,2,152,3,0,0,1,low,sales,706
0.79,0.93,4,226,5,0,0,1,low,sales,707
0.79,0.91,5,271,5,0,0,1,low,sales,708
0.11,0.87,6,255,4,0,0,1,low,sales,709
0.42,0.48,2,140,3,0,0,1,low,sales,710
0.64,0.9,6,252,2,0,0,1,low,sales,711
0.4,0.55,2,159,3,0,0,1,low,sales,712
0.84,0.98,5,270,5,0,0,1,low,sales,713
0.73,0.92,5,232,5,0,0,1,low,sales,714
0.4,0.51,2,144,3,0,0,1,low,accounting,715
0.36,0.45,2,127,3,0,0,1,low,accounting,716
0.43,0.47,2,131,3,0,0,1,low,accounting,717
0.11,0.78,6,243,4,0,0,1,low,hr,718
0.91,1,5,244,6,0,0,1,low,hr,719
0.8,1,5,260,5,0,0,1,low,hr,720
0.42,0.49,2,139,3,0,0,1,low,hr,721
0.31,0.87,4,184,3,0,0,1,low,technical,722
0.44,0.47,2,130,3,0,0,1,low,technical,723
0.38,0.54,2,135,3,0,0,1,medium,technical,724
0.45,0.56,2,146,3,0,0,1,medium,technical,725
0.43,0.46,2,149,3,0,0,1,medium,technical,726
0.45,0.46,2,153,3,1,0,1,medium,technical,727
0.43,0.57,2,160,3,0,0,1,medium,technical,728
0.43,0.49,2,160,3,0,0,1,medium,technical,729
0.09,0.83,6,282,4,0,0,1,medium,technical,730
0.43,0.47,2,128,3,0,0,1,medium,technical,731
0.79,0.94,4,232,5,0,0,1,medium,technical,732
0.85,0.58,3,226,2,0,0,1,medium,support,733
0.38,0.45,2,129,3,0,0,1,medium,support,734
0.11,0.92,7,255,4,0,0,1,medium,support,735
0.83,0.99,5,258,5,0,0,1,high,support,736
0.81,0.91,4,229,5,0,0,1,low,support,737
0.42,0.56,2,143,3,0,0,1,medium,support,738
0.11,0.87,6,257,4,0,0,1,medium,support,739
0.11,0.85,7,275,4,0,0,1,medium,support,740
0.1,0.89,7,291,4,0,0,1,medium,support,741
0.5,0.54,5,153,4,0,0,1,low,support,742
0.44,0.49,2,154,3,0,0,1,low,support,743
0.11,0.9,6,301,4,0,0,1,low,technical,744
0.39,0.52,2,134,3,0,0,1,low,technical,745
0.11,0.78,6,245,4,0,0,1,low,technical,746
0.36,0.5,2,132,3,0,0,1,low,management,747
0.43,0.51,2,130,3,0,0,1,low,IT,748
0.4,0.5,2,127,3,0,0,1,low,IT,749
0.86,0.84,4,246,6,0,0,1,low,IT,750
0.38,0.49,2,145,3,0,0,1,low,IT,751
0.46,0.45,2,138,3,0,1,1,low,IT,752
0.37,0.57,2,129,3,0,0,1,low,product_mng,753
0.43,0.52,2,150,3,0,0,1,low,product_mng,754
0.66,0.93,5,253,5,0,0,1,low,product_mng,755
0.37,0.48,2,160,3,0,0,1,low,product_mng,756
0.77,0.92,5,235,5,0,0,1,low,IT,757
0.38,0.55,2,151,3,0,0,1,low,sales,758
0.39,0.54,2,127,3,0,0,1,low,sales,759
0.41,0.55,2,151,3,0,0,1,low,sales,760
0.1,0.9,7,290,4,0,0,1,low,sales,761
0.09,0.93,6,249,4,0,0,1,low,sales,762
0.41,0.47,2,131,3,0,0,1,medium,marketing,763
0.39,0.46,2,159,3,0,0,1,medium,sales,764
0.83,0.99,4,223,5,0,0,1,medium,accounting,765
0.09,0.87,3,214,2,0,0,1,medium,support,766
0.75,0.81,5,227,5,0,0,1,medium,technical,767
0.44,0.54,2,127,3,0,0,1,medium,management,768
0.1,0.84,6,293,5,0,0,1,medium,marketing,769
0.42,0.46,2,141,3,0,0,1,medium,marketing,770
0.1,0.83,6,300,4,0,0,1,medium,marketing,771
0.1,0.86,6,309,4,0,0,1,medium,sales,772
0.31,0.77,4,149,3,0,0,1,medium,sales,773
0.42,0.54,2,159,3,0,0,1,medium,sales,774
0.38,0.5,2,152,3,0,0,1,high,sales,775
0.39,0.57,2,158,3,0,0,1,low,sales,776
0.1,0.97,6,254,5,0,0,1,medium,sales,777
0.11,0.93,6,294,4,0,0,1,medium,sales,778
0.1,0.92,7,269,4,0,0,1,medium,sales,779
0.11,0.9,7,247,4,0,0,1,medium,sales,780
0.44,0.65,3,271,4,0,0,1,low,sales,781
0.91,0.96,4,232,5,0,0,1,low,sales,782
0.72,1,4,245,5,0,0,1,low,sales,783
0.36,0.46,2,132,3,0,0,1,low,sales,784
0.44,0.57,2,131,3,0,0,1,low,sales,785
0.85,0.99,5,248,5,0,0,1,low,sales,786
0.78,0.93,5,225,5,0,0,1,low,sales,787
0.39,0.46,2,156,3,0,0,1,low,sales,788
0.78,0.81,3,222,2,0,0,1,low,sales,789
0.1,0.92,6,243,4,1,0,1,low,sales,790
0.23,0.99,4,204,4,1,0,1,low,accounting,791
0.11,0.87,6,301,4,0,0,1,low,accounting,792
0.9,0.83,5,259,5,0,0,1,low,accounting,793
0.91,0.89,4,247,5,0,0,1,low,hr,794
0.11,0.79,7,295,4,0,0,1,low,hr,795
0.43,0.54,2,150,3,0,0,1,low,hr,796
0.45,0.49,2,151,3,0,0,1,low,hr,797
0.11,0.91,5,291,4,0,0,1,low,technical,798
0.11,0.93,6,253,4,1,0,1,low,technical,799
0.43,0.5,2,161,3,0,0,1,low,technical,800
0.91,0.97,4,251,6,0,0,1,low,technical,801
0.43,0.55,2,153,3,0,0,1,medium,technical,802
0.85,0.82,5,264,6,0,0,1,medium,technical,803
0.1,0.77,6,310,4,0,0,1,medium,technical,804
0.81,0.95,5,266,5,0,0,1,medium,technical,805
0.36,0.62,4,237,2,0,0,1,medium,technical,806
0.45,0.54,2,138,3,0,0,1,medium,technical,807
0.86,1,5,227,5,0,0,1,medium,technical,808
0.71,1,4,300,5,0,0,1,medium,support,809
0.11,0.97,7,310,4,0,0,1,medium,support,810
0.84,0.93,5,236,5,0,0,1,medium,support,811
0.09,0.97,7,288,4,0,0,1,medium,support,812
0.38,0.49,2,127,3,0,0,1,medium,support,813
0.15,0.55,6,139,4,0,0,1,high,support,814
0.1,0.92,7,253,4,1,0,1,low,support,815
0.8,0.97,4,218,5,1,0,1,medium,support,816
0.84,0.97,5,251,5,0,0,1,medium,support,817
0.11,0.87,6,264,4,0,0,1,medium,support,818
0.89,0.79,3,149,2,0,0,1,medium,support,819
0.45,0.51,2,138,3,0,0,1,low,technical,820
0.11,0.93,7,284,4,0,0,1,low,technical,821
0.74,0.93,5,244,5,0,0,1,low,technical,822
0.41,0.5,2,128,3,0,0,1,low,management,823
0.44,0.53,2,154,3,0,0,1,low,IT,824
0.37,0.56,2,138,3,0,0,1,low,IT,825
0.11,0.86,6,308,4,0,0,1,low,IT,826
0.1,0.93,6,269,4,0,0,1,low,IT,827
0.7,0.74,6,136,3,0,0,1,low,IT,828
0.59,1,2,160,5,0,0,1,low,product_mng,829
0.38,0.53,2,138,3,0,0,1,low,product_mng,830
0.72,0.95,4,220,5,0,0,1,low,product_mng,831
0.73,1,5,274,5,0,0,1,low,product_mng,832
0.39,0.48,2,161,3,0,0,1,low,IT,833
0.89,0.82,5,224,6,0,0,1,low,RandD,834
0.89,1,4,260,5,0,0,1,low,RandD,835
0.11,0.78,6,300,4,1,0,1,low,RandD,836
0.43,0.56,2,133,3,0,0,1,low,RandD,837
0.09,0.93,6,308,4,0,0,1,low,RandD,838
0.81,0.9,5,238,6,0,0,1,low,marketing,839
0.37,0.53,2,126,3,0,0,1,low,sales,840
0.36,0.56,2,138,3,0,0,1,medium,accounting,841
0.11,0.85,6,299,4,0,0,1,medium,support,842
0.1,0.85,6,254,4,0,0,1,medium,technical,843
0.66,0.47,7,156,2,0,0,1,medium,management,844
0.39,0.47,2,152,3,0,0,1,medium,marketing,845
0.44,0.51,2,146,3,0,0,1,medium,marketing,846
0.1,0.84,6,253,4,0,0,1,medium,marketing,847
0.79,0.94,5,227,6,0,0,1,medium,sales,848
0.1,0.81,6,301,4,1,0,1,medium,sales,849
0.54,0.94,6,294,3,0,0,1,medium,sales,850
0.37,0.47,2,151,3,0,0,1,medium,sales,851
0.37,0.57,2,128,3,0,0,1,medium,sales,852
0.82,0.89,5,217,5,0,0,1,high,sales,853
0.45,0.52,2,160,3,0,0,1,low,sales,854
0.79,0.9,5,263,5,0,0,1,medium,sales,855
0.42,0.56,2,156,3,0,0,1,medium,sales,856
0.1,0.85,6,273,4,0,0,1,medium,sales,857
0.11,0.78,6,303,4,0,0,1,medium,sales,858
0.74,1,4,253,5,0,0,1,low,sales,859
0.1,0.93,6,270,4,0,0,1,low,sales,860
0.79,1,4,218,5,0,0,1,low,sales,861
0.43,0.48,2,144,3,0,0,1,low,sales,862
0.41,0.47,2,154,3,0,0,1,low,sales,863
0.39,0.55,2,146,3,0,0,1,low,sales,864
0.1,0.94,6,260,4,0,0,1,low,sales,865
0.82,0.85,5,218,5,0,0,1,low,sales,866
0.41,0.46,2,128,3,0,0,1,low,accounting,867
0.42,0.56,2,128,3,0,0,1,low,accounting,868
0.74,0.88,4,248,6,0,0,1,low,accounting,869
0.38,0.57,2,152,3,1,0,1,low,hr,870
0.39,0.56,2,126,3,0,0,1,low,hr,871
0.87,0.94,4,260,5,0,0,1,low,hr,872
0.1,0.9,5,263,4,0,0,1,low,hr,873
0.78,1,5,220,5,0,0,1,low,technical,874
0.14,0.73,7,282,5,0,0,1,low,technical,875
0.11,0.94,6,277,5,0,0,1,low,technical,876
0.91,0.94,5,257,5,0,0,1,low,technical,877
0.49,0.63,6,265,3,0,0,1,low,technical,878
0.38,0.47,2,143,3,0,0,1,low,technical,879
0.82,0.97,5,263,5,0,0,1,medium,technical,880
0.38,0.88,3,154,4,0,0,1,medium,technical,881
0.89,1,5,253,5,0,0,1,medium,technical,882
0.11,0.79,6,294,4,0,0,1,medium,technical,883
0.37,0.51,2,128,3,0,0,1,medium,technical,884
0.38,0.5,2,153,3,0,0,1,medium,support,885
0.78,0.87,5,256,5,0,0,1,medium,support,886
0.41,0.51,2,127,3,0,0,1,medium,support,887
0.41,0.51,2,137,3,0,0,1,medium,support,888
0.11,0.83,6,295,4,0,0,1,medium,support,889
0.11,0.79,6,281,4,0,0,1,medium,support,890
0.43,0.57,2,131,3,1,0,1,medium,support,891
0.75,0.86,5,237,5,0,0,1,high,support,892
0.74,0.99,4,276,5,0,0,1,low,support,893
0.85,0.85,5,267,5,0,0,1,medium,support,894
0.73,0.92,5,266,5,0,0,1,medium,support,895
0.1,0.79,6,294,4,0,0,1,medium,technical,896
0.44,0.56,2,134,3,0,0,1,medium,technical,897
0.3,0.56,3,309,4,1,0,1,low,technical,898
0.11,0.77,7,273,4,0,0,1,low,management,899
0.84,0.83,5,238,5,0,0,1,low,IT,900
0.78,0.94,5,271,6,0,0,1,low,IT,901
0.43,0.53,2,145,3,0,0,1,low,IT,902
0.36,0.55,2,152,3,0,0,1,low,IT,903
0.43,0.47,2,128,3,0,0,1,low,IT,904
0.45,0.46,2,142,3,0,0,1,low,product_mng,905
0.76,0.93,5,238,5,0,0,1,low,product_mng,906
0.1,0.78,7,286,4,0,0,1,low,product_mng,907
0.09,0.86,6,291,4,0,0,1,low,product_mng,908
0.92,1,5,259,5,0,0,1,low,IT,909
0.92,0.9,5,248,5,0,0,1,low,sales,910
0.79,0.98,4,271,5,0,0,1,low,sales,911
0.43,0.51,2,140,3,0,0,1,low,sales,912
0.8,0.95,4,274,5,0,0,1,low,sales,913
0.44,0.49,2,127,3,1,0,1,low,sales,914
0.89,0.87,5,275,6,0,0,1,low,marketing,915
0.48,0.88,3,239,3,0,0,1,low,sales,916
0.11,0.82,6,304,4,1,0,1,low,accounting,917
0.38,0.55,2,145,3,0,0,1,low,support,918
0.11,0.85,6,259,4,0,0,1,medium,technical,919
0.82,0.86,4,264,5,0,0,1,medium,management,920
0.37,0.45,2,160,3,0,0,1,medium,marketing,921
0.4,0.48,2,138,3,0,0,1,medium,marketing,922
0.43,0.47,2,137,3,0,0,1,medium,marketing,923
0.44,0.5,2,156,3,0,0,1,medium,sales,924
0.42,0.56,2,147,3,0,0,1,medium,sales,925
0.11,0.8,7,243,4,0,0,1,medium,sales,926
0.78,0.87,4,236,5,0,0,1,medium,sales,927
0.46,0.86,2,212,4,0,0,1,medium,sales,928
0.77,0.91,5,261,6,0,0,1,medium,sales,929
0.83,0.82,4,243,5,0,0,1,medium,sales,930
0.32,0.58,5,271,5,0,0,1,high,sales,931
0.9,0.92,5,154,4,0,0,1,low,sales,932
0.42,0.52,2,151,3,0,0,1,medium,sales,933
0.1,0.96,6,254,4,1,0,1,medium,sales,934
0.1,0.91,6,285,4,0,0,1,medium,sales,935
0.44,0.49,2,130,3,0,0,1,medium,sales,936
0.1,0.95,7,301,4,0,0,1,low,sales,937
0.11,0.8,6,286,4,0,0,1,low,sales,938
0.1,0.89,6,246,4,0,0,1,low,sales,939
0.39,0.47,2,135,3,0,0,1,low,sales,940
0.92,0.92,4,245,5,0,0,1,low,sales,941
0.43,0.56,2,136,3,0,0,1,low,sales,942
0.11,0.89,6,301,4,0,0,1,low,accounting,943
0.81,1,5,235,5,0,0,1,low,accounting,944
0.11,0.85,7,272,4,0,0,1,low,accounting,945
0.87,1,5,274,5,0,0,1,low,hr,946
0.37,0.46,2,131,3,0,0,1,low,hr,947
0.39,0.56,2,135,3,0,0,1,low,hr,948
0.61,0.86,4,196,4,0,0,1,low,hr,949
0.11,0.95,6,285,4,0,0,1,low,technical,950
0.09,0.9,7,289,5,0,0,1,low,technical,951
0.36,0.52,2,157,3,0,0,1,low,technical,952
0.09,0.94,6,308,4,0,0,1,low,technical,953
0.41,0.71,4,301,5,0,0,1,low,technical,954
0.4,0.46,2,131,3,0,0,1,low,technical,955
0.1,0.91,6,262,5,1,0,1,low,technical,956
0.46,0.53,2,143,3,1,0,1,low,technical,957
0.39,0.57,2,133,3,0,0,1,medium,technical,958
0.41,0.5,2,153,3,0,0,1,medium,technical,959
0.1,0.94,7,281,4,0,0,1,medium,technical,960
0.39,0.51,2,132,3,0,0,1,medium,support,961
0.73,0.83,5,270,5,1,0,1,medium,support,962
0.41,0.45,2,150,3,0,0,1,medium,support,963
0.37,0.51,2,140,3,0,0,1,medium,support,964
0.38,0.5,2,150,3,1,0,1,medium,support,965
0.8,0.63,5,180,5,0,0,1,medium,support,966
0.09,0.85,5,281,4,0,0,1,medium,support,967
0.85,0.92,4,275,5,0,0,1,medium,support,968
0.42,0.54,2,130,3,0,0,1,medium,support,969
0.41,0.48,2,130,3,0,0,1,high,support,970
0.38,0.46,2,147,3,0,0,1,low,support,971
0.72,1,5,264,5,0,0,1,medium,technical,972
0.11,0.74,6,290,5,0,0,1,medium,technical,973
0.37,0.47,2,150,3,0,0,1,medium,technical,974
0.1,0.81,6,304,4,0,0,1,medium,management,975
0.36,0.54,2,136,3,0,0,1,low,IT,976
0.92,0.94,5,307,5,0,0,1,low,IT,977
0.11,0.87,5,303,4,0,0,1,low,IT,978
0.39,0.56,2,156,3,0,0,1,low,IT,979
0.11,0.95,6,271,4,0,0,1,low,IT,980
0.45,0.45,2,140,3,0,0,1,low,product_mng,981
0.44,0.55,2,130,3,1,0,1,low,product_mng,982
0.85,0.97,4,266,6,0,0,1,low,product_mng,983
0.43,0.52,2,139,3,0,0,1,low,product_mng,984
0.75,0.86,5,260,5,0,0,1,low,IT,985
0.11,0.55,2,137,3,1,0,1,low,RandD,986
0.36,0.5,2,158,3,0,0,1,low,RandD,987
0.1,0.79,6,249,4,0,0,1,low,RandD,988
0.74,0.89,5,259,5,0,0,1,low,RandD,989
0.4,0.46,2,144,3,0,0,1,low,RandD,990
0.09,0.77,6,244,4,0,0,1,low,marketing,991
0.76,0.91,4,219,5,0,0,1,low,sales,992
0.45,0.57,2,151,3,0,0,1,low,accounting,993
0.84,0.88,4,269,5,0,0,1,low,support,994
0.38,0.45,2,127,3,0,0,1,low,technical,995
0.38,0.46,2,144,3,0,0,1,low,management,996
0.38,0.54,2,157,3,0,0,1,medium,marketing,997
0.86,0.94,5,224,5,0,0,1,medium,marketing,998
0.37,0.46,2,155,3,0,0,1,medium,marketing,999
0.37,0.5,2,131,3,0,0,1,medium,sales,1000
0.87,1,4,258,5,1,1,1,medium,sales,1001
0.11,0.85,6,267,4,0,0,1,medium,sales,1002
0.42,0.5,2,141,3,0,0,1,medium,sales,1003
0.43,0.48,2,160,3,0,0,1,medium,sales,1004
0.09,0.8,6,247,4,0,0,1,medium,sales,1005
0.54,0.56,4,260,3,0,0,1,medium,sales,1006
0.4,0.47,2,151,3,0,0,1,medium,sales,1007
0.36,0.52,2,137,3,1,0,1,medium,sales,1008
0.87,0.9,4,256,5,0,0,1,high,sales,1009
0.75,0.88,4,239,5,0,0,1,low,sales,1010
0.43,0.53,2,152,3,0,0,1,medium,sales,1011
0.43,0.47,2,149,3,0,0,1,medium,sales,1012
0.1,0.87,6,284,4,0,0,1,medium,sales,1013
0.11,0.78,7,248,4,0,0,1,medium,sales,1014
0.44,0.53,2,156,3,0,0,1,low,sales,1015
0.39,0.48,2,138,3,0,0,1,low,sales,1016
